Original,Edited,Title,Genre,Author,URL
,"chút tép tôm của quả chanh đã vắt mẹ dành lại cho mình
cô đơn tích thành dòng chảy tràn sang các con
chẳng còn gì ngoài những câu thơ
người đời chê buồn trách không thay đổi
muốn mở lòng ra mà cô đơn khép lại
muốn đi thật xa mà run rẩy mất rồi

dang dở ngắt đứt mạch nguồn thơ
dang dở vò nhàu trang bản thảo
lui vào hoàng hôn bởi ngại tắt bóng chiều
góc xó hẹp nhặt hẹp hòi om thi tứ
dứt ồn ào đè nặng lên hơi thở
những oán hờn muốn quên để dứt đi dây rợ trói
ý nghĩ bằng nút thắt vô hình",Trói ý nghĩ bằng nút thắt vô hình,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Tr%C3%B3i-%C3%BD-ngh%C4%A9-b%E1%BA%B1ng-n%C3%BAt-th%E1%BA%AFt-v%C3%B4-h%C3%ACnh/poem-CT0n1cvHKnRn2_GMdrqYwg
,"ảm đạm khoác tấm khăn màu chì
đã tan trên mái nhà nhỏ bé
sao trái tim tôi vẫn ngưng nhịp đập
mỗi khi cơn gió thổi qua

bất hạnh xô tôi lạc lõng trong cuộc đời mình
đêm mở mắt định hình ngày
đêm đẫm sương không biết được
lang thang trong cõi lặng tôi tìm

đếm gì đây chuỗi hạt luân hồi
nhầm bước nơi thẳm sâu ký ức
giữa bộn bề vật chất tôi chẳng thấy mình
thời gian trôi chỉ ý nghĩ của tôi ngưng lại

đã quá muộn để tôi tìm tôi
nhiều mất mát đến khô giọt mắt
nhiều lừa dối để làn da xanh tái
tôi hỏi tôi đến cõi tạm làm gì

tôi gục ngã trên con đường không có điểm dừng
bệnh tật níu hay khổ đau trút xuống
tôi nhận ra khi cạn dần thi hứng
tôi nhận ra khi sắp chẳng còn tôi

cõi này dẫu chỉ cõi tạm thôi
thoang thoảng hương thơm
thoảng gió trời
trộn trạo buồn vui
nào ai nỡ
ồn ã ngoài kia tiếng của đời

một ngày tôi sẽ là ma
vẫn trắng thế hay nhợt nhờ bóng trắng
tôi không choàng đồng phục ở nơi cõi lặng
tôi thích mặc áo hoa
lợt vợt tóc bay
cùn cụt tóc bay
vẫn tóc tôi ngắn ngủn
vẫn tôi im ắng chốn đông người

một ngày tôi sẽ là ma
ngồi gõ máy tính la đà nhành cây
in vào mây gửi vào mây
hòm thư gió đẩy cõi này chốn kia

một ngày tôi sẽ là ma
ngủ không ngủ ngày lãng vãng
ngủ không ngủ đêm loạng choạng
giữa vô cùng một li ti
mang mang

ngôi mộ nằm giữa cánh đồng
ngập hương lúa chín mênh mông
được mát mẻ được lạnh lùng xênh xang
ước là thế giá như là thế

tôi nhớ tôi cái ngày về cõi
đẫn đờ hương khói
gặp người xưa lởn vởn bến đò
khua gì
vẫy gì
gọi gì
con đò thủng tôi sang sông
thôi 
           thôi 
                        nhé",Nằm viện những ngày tháng ba,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/N%E1%BA%B1m-vi%E1%BB%87n-nh%E1%BB%AFng-ng%C3%A0y-th%C3%A1ng-ba/poem-uJypS09FoBDsR7RwyVoZ3g
,"biết có một ngày mẹ cần các con
biết có một ngày mẹ tự mình không lo được nữa
một ngày cạn dòng thơ nghẹn trong hơi thở
xếp những câu thơ buồn mẹ đi xa

ngày ấy ngày nào
ngày ấy thanh thản giá như
ngày ấy liệu khép làn mi chặt
lặng thầm sót giọt lệ rơi

ngày ấy mẹ chỉ cần các con thôi
nắm tay mẹ
chải tóc buồn cho mẹ
chỉ cần rắc những cánh hoa rất nhẹ
bao nặng nề mẹ chẳng muốn mang theo",Nhẹ cánh hoa rơi,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Nh%E1%BA%B9-c%C3%A1nh-hoa-r%C6%A1i/poem-vcodGIkhYT1P-9wRTYyiaw
,"ta đã viết sai ngữ pháp khi bắt đầu câu bằng liên từ và 
vặn trái ý nghĩ mệt nhoài 
ý nghĩ chẳng là tảng đá để ném xuống 
khi qua con cầu mùa nước lớn 
thôi thì thay kết thúc bằng sự khởi đầu 
và ta và người 
và hoa lá và rác rưởi 
và buổi sớm và chiều tối",Và sự khởi đầu,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/V%C3%A0-s%E1%BB%B1-kh%E1%BB%9Fi-%C4%91%E1%BA%A7u/poem-10KeKOwnbxf3JLV4h7-0hg
,"biển dại khờ biển cứ giấu đi cái hạt muối tan vào trong nước
biển vụng về tung lên bờ cỏ rác tung lên bờ mảnh vỡ của lòng đau

quen nhạt nhẽo người đời nên mặn mòi khiến ta xa xót
muốn một lời yêu sóng nhấn chìm vào đọng chát làn môi

muốn một sớm nay mặt trời dụi bình minh dậy muộn
ta nhặt cho mình vụn xác san hô

ta nhặt cho mình rác rưởi biển bỏ quên
đêm qua ngủ khép lòng không nghe lời biển gọi",Lời biển gọi,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/L%E1%BB%9Di-bi%E1%BB%83n-g%E1%BB%8Di/poem-W9dKvLKVKhadev8hoqNvIw
,"hãy cho ta được khóc với mình nức nở trong lòng tia nắng ấm
gục xuống bàn phím cho lời thơ thức dậy lang thang
lang thang trong cõi lặng với mình

một ấn nhẹ thôi lời an ủi lại trả về trên sóng
người lạ xa trả ta lạc ý nghĩ đi tìm

ta nén buồn
chiều cuối năm tìm khuôn đóng oản
những miền đi qua rắc vui mướt mát
rặng cây loi thoi nắng chiều
bỏ quên hơi gió
bỏ quên ta
một khoảng não trắng lơ mơ trắng
lần 24 chữ cái thời gian trùi trụi buồn
người ở trong câu thơ ta
người an ủi bằng lời ta gom nhặt

người nói rằng ta chỉ yêu ta
ta nói rằng chỉ tình yêu trong thơ là có thật
bình thường
mong trong trẻo ngày bình thường qua làn môi khô khát
cơn bão đến nhẹ như luồng gió
cơn bão đến không quật xới nỗi niềm
ta nói rằng giấc mơ mỏi mệt
người nói rằng hãy thêm nữa lần yêu

mùa nào ngoài kia
mùa nào đến hay đi
ta ngồi với mình trọn ngày đêm khuya khoắt...",Người ở trong thơ ta,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Ng%C6%B0%E1%BB%9Di-%E1%BB%9F-trong-th%C6%A1-ta/poem-l0PzWo3unm8hJtwLgcTeDw
,"1.
Người bảo đọc thơ mụ buồn bỏ mẹ
Người bảo đừng mượn thơ để thổ lộ
Người bảo phải đi ra khỏi nơi tâm hồn mình trú ngụ
Chiều nay biết đi đâu
Mưa đọng mái hiên nhà hàng xóm gõ suốt mấy ngày mưa
Nước vã ra ở tường và trên nền đất
Mùi ẩm mang vị mốc
Ta lại trở về với ta thôi
Bắt lại những gì tuột theo thời gian
Cấy lại trên cánh đồng ký ức mầm hạt mới
Tháng mười sang thu dịu hơi nắng hạ
Đón chờ gì khi lành lạnh màn đông

2.
Ta một sinh linh chẳng có ích và chẳng có hại
Chẳng là kí sinh trùng và không bản ngã
Mỗi ngày khi thân xác này chưa bị nghiền thành tro lạnh ta viết
Cho mình và cho những giọt nước mằm mặn mỗi ngày rơi xuống

3.
Chơi trò nhìn qua kẽ ngón tay
Thấy tay mình hồng hơn tay người khác
Người làm thơ không đếm chữ đếm sao được lề thói ở đời
Ta đếm nhảy con số chẵn lẻ
Ta đếm lệch tay trái tay phải
Và ta luôn thấy thừa và thiếu

4.
Ta không còn là người xưa
Trong cơn hồng thuỷ lạy mưa lạy trời
Ta không là trẻ lên mười
Nghe câu cổ tích mà ngồi ước ao
Ước ơi là ước
Điều ước chập vào lời bốc hơi bên chén trà nóng ngồi xổm nơi góc phố
Điều ước cuốn vào bụi xe thốc nồng nặc qua đường
Giống như bao người sống mò mẫm trong môi trường hạn hẹp từ lúc mới sinh ra
Điều ước quẩn nơi bước chân nhợt nhạt cớm nắng gió ngây thơ sức mạnh đổi thay
Điều ước bị vặt trụi sợi non tơ niềm tin

5.
Dở hơi chắc vậy
Pha mùi của bát mì nóng trong căn phòng đóng kín
Ngoài kia bao lầm lụi vãn than
Ra ngoài kia nhặt thêm lời thương thêm thi tứ để mà lảm nhảm
Dở hơi không biết thơ dở hơi
Ve vuốt ngôn từ cằn cỗi và sáo rỗng
Không thể định nghĩa những điều không thể
Không thể cắt nghĩa những điều hiển nhiên
Viên đạn mỉm cười ư
Đồng tiền chạy thẳng từ máy in tiền tới áo rách thơm ngậy mùi mực in ư
Cái ác đến gõ cửa cái thiện lại quay lưng chạy trốn ư
Phát sinh câu tục ngữ ở hiền gặp lành
Phát sinh đói cho sạch rách cho thơm
Dở hơi đuổi hụt hơi bao điều không thể

6.
Lí thuyết nói từ nơi có học trở thành lí luận
Lí luận nói từ nơi có chức quyền trở thành chân lí
Chân lí phát từ căn phòng không biết cơn nóng lạnh của thời tiết
Ráo mồ hôi phẳng vệt là không ròng ròng mưa tuôn và nắng gắt
Những chiếc xe không dính đất bùn đi kiểm tra bùn đất
Câu hỏi của lúa khoai nhận lời đáp của lí luận sặc sụa hơi nấu ra từ lúa từ khoai
Những cao ốc nhấn bụi tre làng thấp xuống
Lên tầng cao ư thơ có cất cao lời

7.
Em bây giờ đã già rồi
Và anh cũng đã là người năm xưa
Chúng ta để tuột tình yêu theo những lời ve vuốt
Chúng ta để tuột ve vuốt theo những tham vọng mưu sinh
Những câu thơ ngọt ngào năm ấy
Có lời ngọt ngào nào dành cho mái tóc rụng rời sương gió
Tình yêu lệch với năm tháng đắng cay
Mỗi bữa cơm ăn nấc nghẹn
Sẽ thử
Tiêm liều vắc xin diệt vi rút thời hiện đại
Uống một loại kháng sinh phục hồi thương nhớ
Trệu trạo đi hoa cỏ tuổi thơ ngây
Ước gì mình có nhau đây
Để rồi tay chạm lòng tay thẹn thùng
Bàn tay già nua lạnh cóng
Lời anh em lập cập dưới làn môi
Ngập ngụa sự đời nhấn chìm âu yếm
Tìm đâu say mê như thể lần đầu

8.
Những người đàn bà như tôi
Chỉ lo một nỗi đầy vơi phận mình
Nhỏ nhoi một kiếp sinh linh
Ước mơ mọn giữa nhân tình đảo điên.",Viết lung tung cho vợi ưu phiền,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Vi%E1%BA%BFt-lung-tung-cho-v%E1%BB%A3i-%C6%B0u-phi%E1%BB%81n/poem-x8GkwlNR1xbUDR2YAlSYqA
,"thơ không ngủ 
bóng của nó ngả vào đêm tìm 
hơi thở 
đêm giấu a b c... vào hốc tối
nơi những chú đom đóm canh trong cỏ lạnh 
giấc mơ cánh cụt bệt trên cỏ lạnh

thơ không ngủ 
ngủ lại có bài thơ khác dậy 
hốt hoảng 
con thiêu thân quấy loãng quầng sương

Người đàn bà vừa chia tay với bài thơ 
buồn 
trong máu lắng 
trong màu tóc phủ bạc 
nhớ về tuổi 20 
đôi khi thôi bởi lúc ấy sương đêm lạnh 
và lúc ấy có một chú muỗi áp vào tĩnh lặng

lẽ ra là mùa đông 
mà sớm nay trở mình hơi nắng hạ 
mà dự báo 
chiều nay se gió 
ngập ngừng

chỉ có thể đôi khi 
ký ức về như một giấc mơ 
trẻ quá chẳng biết mùa của tháng 
trẻ quá nghệch ngờ như nắng sớm

người đàn bà nhận bài hát 
buồn 
nhận về những ngày buồn 
lẽ ra hắt hủi buồn",Thơ không ngủ,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Th%C6%A1-kh%C3%B4ng-ng%E1%BB%A7/poem-oWTLoxenk-Aiqd9WSHQHKw
,"người đàn bà không ngủ được và 
thơ thức
họ là bạn của nhau
nhiều đêm chị gối đầu vào khúc khuỷu của câu chữ
nhiều đêm chị gọi trong tĩnh lặng 
lôi cổ thơ bật dậy và nhấn và dập 
khuôn mặt thơ xước vết cào hằn của mực bi

người đàn bà ban ngày bình ổn như bảng giá trong siêu thị 
người đàn bà rủ thơ, cuốn thơ ngoại tình với bóng đêm 
chị có yêu thơ không 
ném câu hỏi vào cõi mịt mùng 
những kẻ yêu nhau có lúc ngán 
nhiều của ngọt nên không thích kẹo 
nhiều thịt nên ăn phở gạn nước trong 
chị có yêu thơ không

người đàn bà không ngủ được 
và thơ thức 
bóc từng lớp lá ban ngày gói ý nghĩ 
trụi trần bày trong màn đêm 
khuya rất khuya 
ta được dành cho ta tất cả

người đàn bà không có gương và son phấn 
lâu quên phải vứt đi nứt nẻ choe choét 
nhợt nhạt tia nắng mai",Người đàn bà không ngủ,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Ng%C6%B0%E1%BB%9Di-%C4%91%C3%A0n-b%C3%A0-kh%C3%B4ng-ng%E1%BB%A7/poem-PJGP8GdZTWhunwUYkirC_g
,"bạn là ai
ta đọc thơ không gặp mặt
điều đó có cần thiết không
ta đành tự hỏi mình

bạn là ai
ta đọc thơ hình dung thôi
điều đó có đúng không
ta cũng không biết nữa

bạn là ai
thơ cũng có khi lừa dối
những điều ngoài tầm với
ta hiểu thế nào đây",Bạn thơ,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/B%E1%BA%A1n-th%C6%A1/poem-wGhnXOZhjSmsZyK4x76bhA
,"dai dẳng lắm
mưa ngoài kia là bão
nghĩ nhiều điều
con ý nghĩ trung tâm
cơn đau của con át mọi cơn đau
và như thế nhỏ nhoi không con gái

báo mạng đọc nhiều
đầu nặng những hạt mưa
dự báo mỗi ngày
dòng tin trở chiều sai đúng
cứ che đi lại hiện nét mập mờ
quên đi
ngoài kia mưa
quên đi
trang báo mạng
quên đi
niềm tin hao hụt
mẹ mỗi ngày nghe đợi tiếng con thôi",Đầu nặng những hạt mưa,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/%C4%90%E1%BA%A7u-n%E1%BA%B7ng-nh%E1%BB%AFng-h%E1%BA%A1t-m%C6%B0a/poem-HBDz025tVcDrurX3ITsopw
,"bây giờ là hội nhập
tình yêu cũng nhập rồi
cả mặt nạ lòng người
cũng theo trào lưu nhập

chữ tâm đã thay đổi
chữ tình cũng đổi thay
lạc câu kinh sám hối
người đi ai có hay",Lạc câu kinh sám hối,Năm chữ,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/L%E1%BA%A1c-c%C3%A2u-kinh-s%C3%A1m-h%E1%BB%91i/poem-xTGSa9VarD6ze6f5naFBBA
,"một ta nửa thức nửa mơ
nửa đêm thức nửa đêm chờ lẻ loi
mảnh trăng gối gió giữa trời
ta thương ta cứ một đời quẩn quanh

mong manh chi nữa mong manh
ta như chiếc lá trên cành sang thu
một mai về chốn sa mù
câu thơ đốt trắng trăng lu khói mờ",Một mai về chốn sa mù,Lục bát,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/M%E1%BB%99t-mai-v%E1%BB%81-ch%E1%BB%91n-sa-m%C3%B9/poem-U-Ds_SAutG5pjl6tHSp6yg
,"có thể viết điều gì
giữa ngổn ngang cát bụi
lo một ngày mệt mỏi
tứ thơ cùn chữ rơi

một ngày không viết nữa
mình có còn không đây
một ngày không nghĩ nữa
hồn vùi trong đất dày",Một ngày không viết nữa,Năm chữ,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/M%E1%BB%99t-ng%C3%A0y-kh%C3%B4ng-vi%E1%BA%BFt-n%E1%BB%AFa/poem-AjOqI9uaCX08ovmmCXOk-w
,"những câu hỏi khi ta còn trẻ
được trả lời khi ta già đi
những câu hỏi đưa ta đi đâu
ý tưởng trôi nổi như mùa thu
thời gian không từ một ai
không có thời gian dầm mình trong quá khứ
ta sống hai mảng đời đã qua và hôm nay
không nhọc lòng cho mong ước ngày mai

ngoài những câu thơ ta chẳng còn gì
thơ trú ngụ trong ý nghĩ
thức dậy
một thế giới cổ xưa
ta ôm giấc mơ từ khi còn trẻ
vỡ vụn con chữ
ta cần những ý thơ như người chết cần một chiếc quan tài
khi ta mỏi mệt và chán nản những ý thơ ào đến vực ta sống lại
cái bóng mờ trong tim gọi tên mất mát
có là chiếc áo lấm bẩn đâu mà rũ sạch
ta và thơ giằng hai chữ đúng sai
chỉ ngày mai không biết gì là đúng",Ngoài những câu thơ ta chẳng còn gì,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Ngo%C3%A0i-nh%E1%BB%AFng-c%C3%A2u-th%C6%A1-ta-ch%E1%BA%B3ng-c%C3%B2n-g%C3%AC/poem-IyRIkAeWJfSUIyPeNaKn1w
,"không viết cho mùa thu nữa
ánh hoàng hôn mùa đông tím lịm
những ngày tháng mùa đông sương mờ

bài ca ánh mặt trời mang bốn mùa đi xa
ta còn mơ mộng mãi
những lời thơ viển vông

những câu chuyện theo con nước dòng sông
cứ quẩn vào rong rêu củi rác
ta mặc lòng mà miên man thời gian",Ánh hoàng hôn mùa đông,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/%C3%81nh-ho%C3%A0ng-h%C3%B4n-m%C3%B9a-%C4%91%C3%B4ng/poem-8Rn4-ovsUNP-uO7w8rvGCg
,"bình thản mùa đông gió lạnh về
bình thản khẩu trang khoác áo ấm đi ra phố

bình thản người đàn ông dắt chó đi bộ đã về
hai bà đạp xe những vòng hồ đã về

bình thản ta đi dạo hàng quán mua một ngày chợ
những quán hàng nửa đóng nửa mở người bán hàng nửa trong nửa ngoài

bình thản nhà hàng xóm đang đập phá nâng cấp
người đâu đâu ra vào trong ngõ

buổi sáng nghẹn với nắng yếu với không gian nhạt nhẽo
buổi sáng quen thuộc không cảm xúc lạ để cho thơ

ta ngồi với bình thản trong căn nhà đóng cửa
lo lắng nào đang ngoài kia",Bình thản,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/B%C3%ACnh-th%E1%BA%A3n/poem-n96ixzHjOJvZgfTXzMLjSw
,"đánh thức buổi sáng bằng tiếng đàn piano gõ từng nhịp như đếm
trẻ nhà bên không đi học tập đàn

đánh thức con ngõ hẹp
tiếng rao nhỏ nhẹ của chị đồng nát
nghỉ hết rồi
những tiếng hàng rong phát loa nhưng nhức
chỉ còn người đàn bà quê và lỉnh kỉnh hộp lon

sớm đầu ngõ không ồn ào bán mua
mớ rau củ hành phải đi xa mới có
người già cũng chuyển sang mua hàng online chuyển qua grab
tin nhắn qua lại nhiều lên

ngày đọc báo mới nhiều lần hơn
ngày ghi lại nhiều hơn cảm xúc
ngày nhớ nhiều hơn những gì cần nhớ",Buổi sáng nơi ngõ hẹp,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Bu%E1%BB%95i-s%C3%A1ng-n%C6%A1i-ng%C3%B5-h%E1%BA%B9p/poem-_XUwpV5m1NNhtSv1CxaLVg
,"không uống được thì nhấc chén
cùng say nốt cuộc ở đời
buồn ta âu đã mấy người
cười thế khóc thì cũng thế

ngỡ là say thế là thôi
chuyện đã qua buông xuống rồi
tình nhân chếnh choáng đầy vơi
còn giọt rượu này chia đôi",Buồn ta âu cũng  mấy người,Sáu chữ,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Bu%E1%BB%93n-ta-%C3%A2u-c%C5%A9ng-m%E1%BA%A5y-ng%C6%B0%E1%BB%9Di/poem-kuioMaR6tF8dg8RPw1sfSA
,"ngày rất cũ
ngày rất bé
mẹ dắt lên phố
ký ức đã già mờ trong dòng nhớ
cửa hàng lụa nào Hàng Trống rẽ Hàng Gai

ngõ nhỏ dẫn lối nhà phố cổ
ta mặc áo dài hoa kiểu hôm nay
ly cà phê pha kiểu hôm nay
nơi này không dáng mẹ
Hà Nội phố chật chội
cà phê phố cổ lặng lẽ",Cà phê phố cổ,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/C%C3%A0-ph%C3%AA-ph%E1%BB%91-c%E1%BB%95/poem-OpPqIlSC93rk35kfetLENg
,"vì sao hôm nay nhiều nắng
bởi vì mây trắng lững lờ
vì sao lòng ta yên tĩnh
bởi vì người lắng nghe thơ

một nhành phong lan đang nở
một giọt sương trên cánh lá
vụng hôn đoá hoa trong đêm
vì sao chẳng vì sao cả

lạc vào góc ấy thời gian
khẽ khàng nắng qua khe cửa
vì sao hoàng hôn không nghỉ
bởi vì ánh mắt người thương

nhặt bóng hoa nắng trên đường
câu thơ gọi là tơ tưởng
hỏi nhau vì sao không nhỉ
dành thơ lời đêm nay đi",Vì sao chẳng vì sao cả,Sáu chữ,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/V%C3%AC-sao-ch%E1%BA%B3ng-v%C3%AC-sao-c%E1%BA%A3/poem-ejl7ngkORAxacK03MzXSlw
,"người đàn bà mặc áo dài
tím ngát hoa đầu hạ
không nhớ nữa đã bao lần đi qua
góc phố nhỏ bằng lăng vẫn nở
người con gái trong thơ ơi em ở đâu

em và anh tóc đã trắng mái đầu
câu chuyện tình màu tím
lẫn chưa hay còn nhớ
bằng lăng thắm đoạn đường góc phố
người con trai trong thơ ơi anh ở đâu

câu chuyện tình ghi lại trong thơ
ngắn ngủi mỗi lần vào hạ
nhạt dần màu hoa
xoã dần cánh hoa
rơi lối cỏ rác
có một người đàn bà nhặt bằng lăng
ướp lên dáng áo dài",Viết cho bài thơ cũ của tôi,Tự do,Bùi Kim Anh,https://www.thivien.net//B%C3%B9i-Kim-Anh/Vi%E1%BA%BFt-cho-b%C3%A0i-th%C6%A1-c%C5%A9-c%E1%BB%A7a-t%C3%B4i/poem-tRscDBim1VQjSqr7RkshMQ
,"Tìm cả đời không gặp
ẩn số
Trong hoang mạc
Cứ tìm
Và hy vọng
ẩn số đâu đâu
Cuối đất cùng trời.
Những vòng xoay
Hình ốc
Những cơn lốc
Vũ trụ ào ạt bão từ
Ẩn số
Âm và dương có là giả định?
Trăm năm
Cho kẻ gieo hạt
Những mầm xanh
Đã lụi mất rồi
Trăm năm
Những phương trình bất biến
Trăm năm
Súng vẫn nổ ran trời
Trăm năm
Tình yêu khác xưa
Mà ai đó vẫn đi tìm ẩn số
Có một ngày hoa đã nở
Hồng chân mây một sớm thu này...",Ẩn số,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/%E1%BA%A8n-s%E1%BB%91/poem-f40Y3w2YGaCVcFTOmUC0LA
,"Vẫn còn tiếc mùa đông này giá lạnh
Em ngẩn ngơ như du khách đâu về
Những lá bàng hiên hè bay nhẹ
Mua lay phay chút gió rét chân đê.

Ta ngập ngừng
Nhưng rồi
Đành xa vậy
Ta ngập ngừng
Bởi vì em còn đấy
Mùa đông chia tay tất cả ưu phiền
Mái phố cũ giống đời mình cũ lắm
Mưa chẳng khác gì những cơn mưa xưa
Gió chẳng khác gì những cơn gió đêm lùa
Hàng cây đứng tựa người già trầm mặc
Mặt hồ in mắt em say đắm
Sắc hoa đào sớm nở giữa vườn cây.
Ta ngập ngừng
Mùa đông chia tay
Để mùa xuân lặng lẽ về chầm chậm
Ngôi chùa chuông đồng gióng
Những âm thanh hoà nhập tự tuổi thơ
Những âm thanh hương khói lơ mơ
Hồn ta thả, những bến bờ xa lắm
Có một chút tình yêu gửi gắm
Ấy là mùa xuân
Mùa xuân sớm nay về.",Chia tay mùa đông,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/Chia-tay-m%C3%B9a-%C4%91%C3%B4ng/poem-jJz6ugPf4Hu5hEJEaeTL4g
,"Chiều nghìn năm vẫn mây trời bay trắng
Vẫn sương xuân phủ đồi cây giá cóng
Vẫn đàn chim chìa vôi chao liệng trước ngôi đền
Vẫn là gò trung du và trăm ngàn mũi tên
Vùi dưới đất bên giếng Rồng giếng Ngọc
An Dương Vương áo hoàng bào yên lặng
Loa thành hình vỏ ốc nhấp nhô xanh
Chiều ngàn năm
Chập chờn chớp đỏ
Rùa thần trao lấy nỏ 
Mỵ Châu trao tình yêu
Trọng Thuỷ vội lên đường...
Chiều Loa Thành máu loang mù sương
Biển phía xa ngút ngàn lửa cháy
Ta ngàn năm sau nhớ về chiều ấy
Chơi vơi trước thềm cũ sườn đồi.
Sương chiều bay đi
Mỵ Châu hiện lên
Nước mắt chảy đẫm tràn thành quách,
Một nén hương xin người đừng khóc
Chiều xuân ơi
Mây trắng ngàn năm bay...",Chiều xuân Loa thành,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/Chi%E1%BB%81u-xu%C3%A2n-Loa-th%C3%A0nh/poem-l9QQOcbTtDUMTrohahsl9g
,"Thanh âm của nghìn năm
Khua động lòng ta ở cõi đời bé tí
Lác đác lá trúc vàng như thế
Niết Bàn xa mây trắng nhấp nhô bay

Ngàn năm
Ngân nga tiếng chuông này
Ngàn năm vút lên mỗi chiều hương khói

Tĩnh lặng trước cây đa nghìn tuổi
Xanh thời gian
Xanh mãi tiếng chuông ngân.",Chuông chùa,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/Chu%C3%B4ng-ch%C3%B9a/poem-OIDUtdOylyRI-1tzSIo7MA
,"Trong suốt mùa thu
Nồng nàn mùa hạ
Mùa xuân ta nhìn hoa mà lạ?
Để em bé tẹo cõi này.

Bàn chân nhỏ bước vào đời dài quá
Yêu chưa hết
Tóc bạc hơn cây lá
Trái tim buồn ta thả hết say mê!

Em bé tẹo mà ngàn lần hơn đỉnh núi
Anh dò dẫm bước đi
Chân lại vụng về

Cõi này
Bỏ bùa ta mê
Để ngàn năm vẫn yêu không nghỉ
Cõi này

Bao đôi mắt trong veo
Bao cuộc đời bé tẹo?
Mùa thu ơi ta lại tìm người...",Cõi này,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/C%C3%B5i-n%C3%A0y/poem-Mp9XKYFgr9TjAbL9Uu5gGQ
,"Đàn hạc trắng trở về giữa chiều xuân ven đê
Trở về
Giữa mặt hồ sương giăng huyền ảo
Qua đi ngày bão...
Ta lặng yên
Hy vọng ở chúng mình
Em về trong ngày xuân dâng đầy cảm xúc

Người xưa ơi
Ngựa xe như nước
Kinh kỳ lửa nồng trong mỗi câu thơ.
Nguyễn Du ngẩn ngơ
Sắc hoa đào chiều lạnh...
Đàn hạc trắng trở về bên hồ rộng
Em nghe không
Sâu thẳm tiếng chuông chùa",Đàn hạc trắng,Tự do,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/%C4%90%C3%A0n-h%E1%BA%A1c-tr%E1%BA%AFng/poem-vEsuGy4ZLxdVycHcjeC_CA
,"Thuyền trăng ai đợi ?
Cô liêu hai bờ
Sóng dồi thuyền nhớ
Nhớ ai ngày xưa.
Con đò đã lạc
Trong ký ức xa
Dòng sông vẫn sóng
Giăng giăng mưa nhòa.
Bến còn hơi ấm
Chân cỏ lau thưa.
Tháng Giêng kẻ nhớ
Thì thầm trong mơ.
Đường về gần quá.
Bến cũ, ai về.
Xa xa sương gió
Đào hồng chân đê.",Đi về,Bốn chữ,Thái Thăng Long,https://www.thivien.net//Th%C3%A1i-Th%C4%83ng-Long/%C4%90i-v%E1%BB%81/poem-i19IthhqUtepcMp-Ck8-cA
